Fecha,Compra de deuda,Venta nueva
2019-10-14,4275669.0,9761394.0
2019-10-15,2523767.0,9415983.5
2019-10-16,3789500.0,8476769.58
2019-10-17,610000.0,9038774.0
2019-10-18,3685195.0,9982775.8
2019-10-21,1692839.0,8589447.04
2019-10-22,1920737.0,8940444.16
2019-10-23,416342.0,16260684.059999999
2019-10-24,280000.0,11620358.39
2019-10-25,5591810.0,15668293.5
2019-10-28,3631093.0,18067841.4
2019-10-29,2267271.0,19589926.869999997
2019-10-30,7385200.63,32029253.400000002
